"","AreaName","Year","RentalRates","LandValue","CA1_3X1","CA1_3X2","CA1_3X3","CA04X12","CA04X7010","CA34X30","CA45X130","CA45X150","CA45X370","Inflation","Interest","GDPGrowth"
"713","Clarke",2007,95,2213,270362,9149,29551,16970,6632,27702,4089,50705,17034,0.0285,4.63,1.907213298
"714","Clay",2007,143,4506,596643,16725,35674,55207,12797,31183,8000,221624,55805,0.0285,4.63,1.907213298
"715","Clayton",2007,153,3610,542377,18259,29705,31229,11059,28488,11959,238585,31672,0.0285,4.63,1.907213298
"716","Clinton",2007,180,3798,1608035,49342,32590,39925,30905,31617,10134,214322,40314,0.0285,4.63,1.907213298
"717","Crawford",2007,152,4013,547194,16931,32319,68634,10827,30385,8151,233431,69004,0.0285,4.63,1.907213298
"718","Dallas",2007,134,4327,2484377,59164,41991,55776,37902,40452,6949,170452,56875,0.0285,4.63,1.907213298
"719","Davis",2007,115,2406,208536,8676,24036,532,4168,25952,5620,77590,669,0.0285,4.63,1.907213298
"720","Decatur",2007,115,1828,190397,8569,22219,6444,4298,23277,4696,64142,6555,0.0285,4.63,1.907213298
"721","Delaware",2007,176,4628,569414,17981,31668,35268,11158,29655,9704,325860,35698,0.0285,4.63,1.907213298
"722","Des Moines",2007,163,3899,1390671,40206,34589,24016,28012,33242,4756,65833,24095,0.0285,4.63,1.907213298
"723","Dickinson",2007,137,4210,683685,16634,41102,22436,13038,28409,4829,113597,22672,0.0285,4.63,1.907213298
"724","Dubuque",2007,178,4239,3198156,92130,34714,42916,66775,33810,8315,258114,43367,0.0285,4.63,1.907213298
"725","Emmet",2007,136,4515,331944,10417,31866,29815,6604,29362,6436,183426,30061,0.0285,4.63,1.907213298
"726","Fayette",2007,169,4144,604512,21005,28779,58067,11385,26275,12786,268122,58611,0.0285,4.63,1.907213298
"727","Floyd",2007,150,4325,520354,16497,31542,30148,8795,29836,8274,167918,30497,0.0285,4.63,1.907213298
"728","Franklin",2007,151,4329,392902,10759,36518,77034,7061,30995,9465,280946,77537,0.0285,4.63,1.907213298
"729","Fremont",2007,127,3478,264854,7642,34658,31445,4839,32933,5915,74664,31624,0.0285,4.63,1.907213298
"730","Greene",2007,148,4235,329840,9548,34545,39229,5401,29292,8561,192353,39500,0.0285,4.63,1.907213298
"731","Grundy",2007,176,4985,462899,12317,37582,49479,6289,33400,8051,211011,49963,0.0285,4.63,1.907213298
"732","Guthrie",2007,140,3675,398069,11116,35810,44444,5272,30268,8444,166969,44932,0.0285,4.63,1.907213298
"733","Hamilton",2007,154,4934,575023,15987,35968,78007,11071,30800,9127,290389,78821,0.0285,4.63,1.907213298
"734","Hancock",2007,170,4381,409193,11580,35336,54243,10033,34316,9481,255612,54712,0.0285,4.63,1.907213298
"735","Hardin",2007,169,4482,632640,17789,35564,100398,10699,31214,8742,329418,101127,0.0285,4.63,1.907213298
"736","Harrison",2007,154,3773,512515,15177,33769,37203,6691,28365,7985,121159,37397,0.0285,4.63,1.907213298
"737","Henry",2007,144,3668,614157,20359,30166,21836,14132,31954,7450,113739,22030,0.0285,4.63,1.907213298
"738","Howard",2007,134,3400,310006,9636,32172,31764,6970,28681,7992,166983,32093,0.0285,4.63,1.907213298
"739","Humboldt",2007,155,4689,343418,9935,34566,32484,6474,28213,7405,142825,32655,0.0285,4.63,1.907213298
"740","Ida",2007,165,4426,270973,7228,37489,38404,5330,32738,6418,145659,38697,0.0285,4.63,1.907213298
"741","Iowa",2007,157,3785,570902,16308,35007,28016,13357,32000,9227,176749,28434,0.0285,4.63,1.907213298
"742","Jackson",2007,161,3501,599170,20015,29936,15091,10201,25084,8718,148419,15418,0.0285,4.63,1.907213298
"743","Jasper",2007,152,3929,1165295,37167,31353,75256,17052,34331,9304,195074,75616,0.0285,4.63,1.907213298
"744","Jefferson",2007,115,2811,536941,16600,32346,9316,12135,30762,6842,72230,9429,0.0285,4.63,1.907213298
"745","Johnson",2007,163,4579,4685645,124541,37623,41546,101794,35106,7650,174186,41974,0.0285,4.63,1.907213298
"746","Jones",2007,179,3719,573472,20803,27567,27969,9918,27942,8533,189889,28303,0.0285,4.63,1.907213298
"747","Keokuk",2007,152,3262,324785,10688,30388,26632,4852,25958,10863,141694,26821,0.0285,4.63,1.907213298
"748","Kossuth",2007,150,4537,628798,15878,39602,104450,10549,29747,16106,409696,105213,0.0285,4.63,1.907213298
"749","Lee",2007,115,3602,1071874,36130,29667,11794,21513,33183,5427,87461,11977,0.0285,4.63,1.907213298
"750","Linn",2007,162,4638,8017069,205840,38948,26336,150078,41732,8091,165402,26779,0.0285,4.63,1.907213298
"751","Louisa",2007,152,3997,370722,11892,31174,20474,5937,31444,6322,98664,20738,0.0285,4.63,1.907213298
"752","Lucas",2007,95,2098,244777,9280,26377,1859,5206,29982,4132,38661,1919,0.0285,4.63,1.907213298
"753","Lyon",2007,150,4458,392447,11536,34019,68745,6583,28408,6885,401056,69564,0.0285,4.63,1.907213298
"754","Madison",2007,133,3316,528431,15418,34274,30901,6853,28474,4955,90955,31251,0.0285,4.63,1.907213298
"755","Mahaska",2007,131,3547,722159,22388,32257,38915,12028,30614,9112,189701,39287,0.0285,4.63,1.907213298
"756","Marion",2007,143,3555,1095938,33279,32932,23746,23307,35763,6022,80652,23912,0.0285,4.63,1.907213298
"757","Marshall",2007,166,4103,1332372,39875,33414,43698,23865,33250,8300,166598,44177,0.0285,4.63,1.907213298
"758","Mills",2007,122,3827,603403,15239,39596,20903,6391,30257,4781,57250,21015,0.0285,4.63,1.907213298
"759","Mitchell",2007,149,4235,355177,10812,32850,43759,6039,30525,6735,221084,44160,0.0285,4.63,1.907213298
"760","Monona",2007,159,3452,293870,9423,31186,36944,4983,25886,7093,132580,37125,0.0285,4.63,1.907213298
"761","Monroe",2007,122,2454,259385,7877,32929,5597,5027,35818,3687,49102,5674,0.0285,4.63,1.907213298
"762","Montgomery",2007,133,3167,349150,10981,31796,35320,6683,29600,5522,91937,35773,0.0285,4.63,1.907213298
"763","Muscatine",2007,163,4183,1520303,42325,35920,16882,28914,39920,6169,113609,17104,0.0285,4.63,1.907213298
"764","O'Brien",2007,164,5306,511306,14421,35456,55670,9380,26216,8065,323514,56017,0.0285,4.63,1.907213298
"765","Osceola",2007,147,4687,240645,6600,36461,71763,3643,28444,6183,235025,72410,0.0285,4.63,1.907213298
"766","Page",2007,132,2823,492231,16256,30280,20517,9357,28179,6372,81974,20690,0.0285,4.63,1.907213298
"767","Palo Alto",2007,146,4392,334648,9577,34943,74954,5619,26949,8979,282307,75442,0.0285,4.63,1.907213298
"768","Plymouth",2007,147,4802,925716,24886,37198,74924,16063,33761,10177,433843,75459,0.0285,4.63,1.907213298
"769","Pocahontas",2007,143,4663,265739,7667,34660,55216,4431,27418,9298,185268,55573,0.0285,4.63,1.907213298
"770","Polk",2007,148,4234,17838411,413024,43190,31103,335543,43528,4374,106677,31429,0.0285,4.63,1.907213298
"771","Pottawattamie",2007,152,4072,3143571,91239,34454,52009,50132,33230,10818,250325,52396,0.0285,4.63,1.907213298
"772","Poweshiek",2007,159,3776,679209,19140,35486,43027,13816,32440,8579,133099,43373,0.0285,4.63,1.907213298
"773","Ringgold",2007,137,2126,129772,5201,24951,4372,2894,26308,6336,77050,4516,0.0285,4.63,1.907213298
"774","Sac",2007,159,4745,379988,10532,36079,59562,5683,27846,8238,344258,60185,0.0285,4.63,1.907213298
"775","Scott",2007,179,5699,6472814,160077,40436,20308,110222,35312,6059,150397,20660,0.0285,4.63,1.907213298
"776","Shelby",2007,146,4057,431579,12496,34537,40150,7711,27242,8092,193176,40630,0.0285,4.63,1.907213298
"777","Sioux",2007,177,5204,1090947,33150,32909,133180,24555,29223,10886,994392,134867,0.0285,4.63,1.907213298
"778","Story",2007,159,4852,2931629,86540,33876,59028,56453,33383,7972,165240,59409,0.0285,4.63,1.907213298
"779","Tama",2007,163,4123,559312,18064,30963,65048,8190,28399,11210,185244,65421,0.0285,4.63,1.907213298
"780","Taylor",2007,143,2435,200078,6448,31029,40555,3133,27283,7698,100942,40952,0.0285,4.63,1.907213298
"781","Union",2007,152,2622,362966,12319,29464,14509,8472,28665,4757,90328,14686,0.0285,4.63,1.907213298
"782","Van Buren",2007,115,2642,202640,7690,26351,16778,3612,28806,4872,81026,16907,0.0285,4.63,1.907213298
"783","Wapello",2007,115,2719,1054089,35458,29728,4812,20801,31484,4679,61491,4928,0.0285,4.63,1.907213298
"784","Warren",2007,147,3588,1619277,44868,36090,11067,15056,28838,5713,76835,11194,0.0285,4.63,1.907213298
"785","Washington",2007,162,4289,771964,21588,35759,42580,11120,27063,11935,253044,42943,0.0285,4.63,1.907213298
"786","Wayne",2007,125,1947,160581,6376,25185,7176,3422,23344,6861,59342,7248,0.0285,4.63,1.907213298
"787","Webster",2007,151,4779,1263132,38393,32900,66877,25115,33210,11181,230708,67335,0.0285,4.63,1.907213298
"788","Winnebago",2007,140,4054,359473,10986,32721,39692,6751,28813,7709,157385,40205,0.0285,4.63,1.907213298
"789","Winneshiek",2007,157,3413,704186,21078,33409,33580,15664,29031,10755,211380,34153,0.0285,4.63,1.907213298
"790","Woodbury",2007,140,3570,3258777,100492,32428,50092,64013,32061,10401,219139,50487,0.0285,4.63,1.907213298
"791","Worth",2007,138,4162,236801,7655,30934,23758,4001,27688,6406,94396,23836,0.0285,4.63,1.907213298
"792","Wright",2007,156,4807,544173,13492,40333,108947,8122,31166,10441,332367,109940,0.0285,4.63,1.907213298
"793","Adair",2008,148,3400,288155,7747,37196,47306,5245,28002,7484,139114,47613,0.0385,3.66,-0.359088281
"794","Adams",2008,170,2770,148330,4151,35734,19859,2694,25568,5803,83499,19992,0.0385,3.66,-0.359088281
"795","Allamakee",2008,160,2931,450130,14325,31423,31331,9078,27511,7564,147542,31692,0.0385,3.66,-0.359088281
"796","Appanoose",2008,126,2089,355908,12950,27483,2515,7154,27394,4175,45691,2560,0.0385,3.66,-0.359088281
"797","Audubon",2008,164,4720,269191,6200,43418,72724,3704,28233,7911,198046,73120,0.0385,3.66,-0.359088281
"798","Benton",2008,185,5192,1007303,26097,38598,91372,11395,30576,10571,250118,91782,0.0385,3.66,-0.359088281
"799","Black Hawk",2008,208,5818,4603109,129203,35627,48406,90908,37107,7264,182242,48738,0.0385,3.66,-0.359088281
"800","Boone",2008,170,5497,1010596,26454,38202,47826,14221,34562,8048,163627,48227,0.0385,3.66,-0.359088281
"801","Bremer",2008,183,5180,913610,24162,37812,32325,14726,33035,6408,166429,32500,0.0385,3.66,-0.359088281
"802","Buchanan",2008,208,5096,695490,21154,32877,58218,10057,28436,8410,269356,58585,0.0385,3.66,-0.359088281
"803","Buena Vista",2008,186,5582,741172,19855,37329,118229,13890,29469,10182,361622,118637,0.0385,3.66,-0.359088281
"804","Butler",2008,212,5016,559563,14957,37411,88682,7142,29402,9032,241731,89088,0.0385,3.66,-0.359088281
"805","Calhoun",2008,169,5691,412564,9845,41906,99606,5796,26649,10367,251224,99924,0.0385,3.66,-0.359088281
"806","Carroll",2008,196,5179,830390,20742,40034,89530,16444,30442,8569,448716,90129,0.0385,3.66,-0.359088281
"807","Cass",2008,158,4174,540738,13935,38804,76067,8756,28664,8239,160717,76358,0.0385,3.66,-0.359088281
"808","Cedar",2008,171,4934,710874,18460,38509,54057,9784,28836,11315,215181,54434,0.0385,3.66,-0.359088281
"809","Cerro Gordo",2008,200,5029,1699883,44285,38385,67570,33087,33168,9159,176020,67763,0.0385,3.66,-0.359088281
"810","Cherokee",2008,183,5234,495998,12014,41285,100928,7755,29712,7806,257923,101186,0.0385,3.66,-0.359088281
"811","Chickasaw",2008,165,4236,449389,12471,36035,43119,7905,30034,7464,239896,43496,0.0385,3.66,-0.359088281
"812","Clarke",2008,164,2290,272466,9217,29561,12326,6593,28338,4002,56787,12385,0.0385,3.66,-0.359088281
"813","Clay",2008,173,5189,687444,16697,41172,94350,12773,32431,8894,252315,94904,0.0385,3.66,-0.359088281
"814","Clayton",2008,183,4008,592809,18209,32556,42408,11215,29226,11376,264619,42816,0.0385,3.66,-0.359088281
"815","Clinton",2008,193,4208,1752888,49303,35553,67554,31305,32698,11953,239759,67913,0.0385,3.66,-0.359088281
"816","Crawford",2008,168,4750,633854,16881,37548,116115,10825,31808,8833,271251,116455,0.0385,3.66,-0.359088281
"817","Dallas",2008,177,5077,2785524,62144,44824,92006,38206,41232,6750,189591,93020,0.0385,3.66,-0.359088281
"818","Davis",2008,138,2675,220300,8675,25395,1150,4139,27183,5774,86031,1277,0.0385,3.66,-0.359088281
"819","Decatur",2008,134,2002,206342,8457,24399,7201,4329,23786,4586,70773,7304,0.0385,3.66,-0.359088281
"820","Delaware",2008,210,5152,611466,17840,34275,33270,11089,30612,9669,361007,33667,0.0385,3.66,-0.359088281
"821","Des Moines",2008,179,4380,1464125,40235,36389,30655,27107,33858,5029,74815,30728,0.0385,3.66,-0.359088281
"822","Dickinson",2008,165,4879,715495,16690,42870,41208,13041,29071,4967,128832,41426,0.0385,3.66,-0.359088281
"823","Dubuque",2008,232,4705,3361918,92519,36338,41098,66322,35083,8198,285214,41514,0.0385,3.66,-0.359088281
"824","Emmet",2008,154,5199,359816,10448,34439,45191,6502,29960,6312,209325,45417,0.0385,3.66,-0.359088281
"825","Fayette",2008,194,4633,660919,20910,31608,74631,11175,27477,12529,305816,75134,0.0385,3.66,-0.359088281
"826","Floyd",2008,166,4893,564556,16331,34570,46054,8537,30497,8462,187169,46376,0.0385,3.66,-0.359088281
"827","Franklin",2008,190,4934,422065,10690,39482,87951,6879,31517,9518,321524,88418,0.0385,3.66,-0.359088281
"828","Fremont",2008,173,3954,292443,7489,39050,42878,4685,33528,7064,83310,43043,0.0385,3.66,-0.359088281
"829","Greene",2008,181,4973,374495,9415,39776,55269,5418,31288,8389,215422,55519,0.0385,3.66,-0.359088281
"830","Grundy",2008,224,5787,536948,12359,43446,84744,6305,33226,7960,236982,85193,0.0385,3.66,-0.359088281
"831","Guthrie",2008,158,4362,446029,11038,40408,75298,5353,31493,8718,187805,75749,0.0385,3.66,-0.359088281
"832","Hamilton",2008,191,5735,633552,15863,39939,89797,10847,31754,9583,336154,90549,0.0385,3.66,-0.359088281
"833","Hancock",2008,190,4971,441195,11525,38282,81766,9347,32855,9375,290755,82199,0.0385,3.66,-0.359088281
"834","Hardin",2008,200,5210,686250,17690,38793,106338,10781,31319,8631,386292,107012,0.0385,3.66,-0.359088281
"835","Harrison",2008,172,4437,578360,14946,38697,68014,6663,29627,9616,136457,68192,0.0385,3.66,-0.359088281
"836","Henry",2008,155,4121,660614,20307,32531,35463,13736,32870,7695,128356,35641,0.0385,3.66,-0.359088281
"837","Howard",2008,159,3823,327167,9625,33991,38145,6801,28807,7656,192745,38449,0.0385,3.66,-0.359088281
"838","Humboldt",2008,178,5390,391380,9911,39489,56355,6277,29904,7439,160667,56513,0.0385,3.66,-0.359088281
"839","Ida",2008,197,5244,342341,7215,47449,79729,5474,33494,6618,164306,79999,0.0385,3.66,-0.359088281
"840","Iowa",2008,192,4356,626044,16337,38321,41362,13143,34817,9783,197022,41748,0.0385,3.66,-0.359088281
"841","Jackson",2008,189,3882,644186,19919,32340,27998,10140,25919,8937,159515,28300,0.0385,3.66,-0.359088281
"842","Jasper",2008,174,4487,1214587,37103,32736,114413,16752,31641,9192,222307,114745,0.0385,3.66,-0.359088281
"843","Jefferson",2008,142,3159,543078,16607,32702,15736,12355,30759,7072,80315,15840,0.0385,3.66,-0.359088281
"844","Johnson",2008,175,5155,5072677,127113,39907,56770,103612,36563,8773,196151,57165,0.0385,3.66,-0.359088281
"845","Jones",2008,189,4121,633665,20848,30395,36968,9801,29238,8898,211184,37276,0.0385,3.66,-0.359088281
"846","Keokuk",2008,175,3703,362544,10620,34138,37250,4901,27025,11782,158998,37424,0.0385,3.66,-0.359088281
"847","Kossuth",2008,182,5164,715771,15685,45634,143615,10583,30959,16193,466598,144320,0.0385,3.66,-0.359088281
"848","Lee",2008,179,3998,1140642,35819,31845,18890,21268,34747,6008,97905,19060,0.0385,3.66,-0.359088281
"849","Linn",2008,167,5196,8594345,208558,41208,43209,152388,42926,8337,185411,43618,0.0385,3.66,-0.359088281
"850","Louisa",2008,179,4498,382078,11830,32297,26660,5779,30352,6450,110773,26904,0.0385,3.66,-0.359088281
"851","Lucas",2008,164,2297,249491,9137,27306,1749,5100,31156,3964,42762,1805,0.0385,3.66,-0.359088281
"852","Lyon",2008,184,5167,463397,11545,40138,111907,6582,28158,7567,430973,112664,0.0385,3.66,-0.359088281
"853","Madison",2008,156,3763,575375,15517,37080,46320,6675,29098,5141,101996,46643,0.0385,3.66,-0.359088281
"854","Mahaska",2008,170,3987,781595,22483,34764,55406,11927,31596,9302,211817,55748,0.0385,3.66,-0.359088281
"855","Marion",2008,170,3943,1157328,33515,34532,33037,23207,36486,5789,90180,33191,0.0385,3.66,-0.359088281
"856","Marshall",2008,192,4768,1415156,40151,35246,61694,23461,35146,8401,186912,62137,0.0385,3.66,-0.359088281
"857","Mills",2008,138,4351,650603,15214,42763,34714,6405,31445,5082,64571,34817,0.0385,3.66,-0.359088281
"858","Mitchell",2008,172,4791,423216,10815,39132,62874,6467,32647,6860,247550,63244,0.0385,3.66,-0.359088281
"859","Monona",2008,197,4139,348279,9350,37249,73835,4932,26631,8571,160164,74002,0.0385,3.66,-0.359088281
"860","Monroe",2008,126,2732,271704,7904,34376,6166,5101,37741,3804,54390,6238,0.0385,3.66,-0.359088281
"861","Montgomery",2008,147,3600,384121,10823,35491,53632,6542,30389,5751,102831,54050,0.0385,3.66,-0.359088281
"862","Muscatine",2008,200,4671,1577428,42515,37103,23181,28513,40710,7312,127611,23386,0.0385,3.66,-0.359088281
"863","O'Brien",2008,185,6149,585630,14332,40862,99657,9279,27532,8319,364884,99978,0.0385,3.66,-0.359088281
"864","Osceola",2008,178,5432,270875,6617,40936,84814,3699,28810,6293,274349,85413,0.0385,3.66,-0.359088281
"865","Page",2008,160,3209,512161,16083,31845,28225,9179,29643,6573,91028,28385,0.0385,3.66,-0.359088281
"866","Palo Alto",2008,166,5025,388532,9486,40958,106991,5562,27323,9302,328678,107444,0.0385,3.66,-0.359088281
"867","Plymouth",2008,160,5691,1034166,24898,41536,149302,15821,34161,12731,495120,149798,0.0385,3.66,-0.359088281
"868","Pocahontas",2008,162,5350,326215,7510,43437,94681,4544,29995,9399,209526,95011,0.0385,3.66,-0.359088281
"869","Polk",2008,196,4902,18294416,419495,43611,37893,340894,44458,4418,119183,38194,0.0385,3.66,-0.359088281
"870","Pottawattamie",2008,179,4707,3322757,91781,36203,88240,49869,33571,10963,279591,88596,0.0385,3.66,-0.359088281
"871","Poweshiek",2008,188,4340,749475,19025,39394,63844,13771,32741,8598,149759,64163,0.0385,3.66,-0.359088281
"872","Ringgold",2008,157,2361,138522,5164,26825,4047,2910,26740,6178,85657,4179,0.0385,3.66,-0.359088281
"873","Sac",2008,181,5542,447973,10475,42766,99398,5678,29344,8966,388217,99974,0.0385,3.66,-0.359088281
"874","Scott",2008,202,6310,6953445,161824,42969,39449,110853,36136,6714,168975,39773,0.0385,3.66,-0.359088281
"875","Shelby",2008,176,4783,525496,12338,42592,80281,7739,28874,8116,223113,80725,0.0385,3.66,-0.359088281
"876","Sioux",2008,188,6095,1265136,33364,37919,207132,25056,29777,11761,1106865,208688,0.0385,3.66,-0.359088281
"877","Story",2008,190,5686,3164663,87831,36031,74168,56543,34745,8116,188505,74520,0.0385,3.66,-0.359088281
"878","Tama",2008,201,4786,629724,17986,35012,104134,8021,29349,11478,208124,104479,0.0385,3.66,-0.359088281
"879","Taylor",2008,174,2532,223435,6348,35198,54266,3219,27688,7328,114952,54632,0.0385,3.66,-0.359088281
"880","Union",2008,192,2909,388095,12447,31180,19876,8518,29600,4720,99590,20040,0.0385,3.66,-0.359088281
"881","Van Buren",2008,138,2936,218208,7699,28342,19417,3586,29474,4882,91357,19536,0.0385,3.66,-0.359088281
"882","Wapello",2008,142,3058,1100342,35381,31100,5201,20492,33281,5039,68216,5308,0.0385,3.66,-0.359088281
"883","Warren",2008,156,4011,1737080,45450,38220,15306,15333,29855,5729,85091,15424,0.0385,3.66,-0.359088281
"884","Washington",2008,175,4867,836415,21686,38569,63849,10958,28174,12700,285750,64185,0.0385,3.66,-0.359088281
"885","Wayne",2008,164,2132,171020,6373,26835,4711,3493,25000,6332,65662,4778,0.0385,3.66,-0.359088281
"886","Webster",2008,187,5555,1381767,38273,36103,98206,25250,34659,11194,261368,98629,0.0385,3.66,-0.359088281
"887","Winnebago",2008,169,4600,380458,10927,34818,54060,6728,28767,7423,179560,54535,0.0385,3.66,-0.359088281
"888","Winneshiek",2008,184,3814,769431,20980,36674,45857,15646,30070,10267,233584,46386,0.0385,3.66,-0.359088281
"889","Woodbury",2008,189,4270,3477248,100910,34459,125210,64559,33811,12594,244406,125575,0.0385,3.66,-0.359088281
"890","Worth",2008,161,4715,264903,7632,34710,38772,4016,28927,6589,107050,38844,0.0385,3.66,-0.359088281
"891","Wright",2008,193,5526,593180,13375,44350,133726,8195,31551,10448,392962,134644,0.0385,3.66,-0.359088281
"892","Adair",2009,159,3321,269768,7676,35144,34206,5076,28483,7156,134472,34502,-0.0034,3.26,-3.527471521
"893","Adams",2009,186,2764,150181,4047,37109,19932,2722,25743,5302,81254,20060,-0.0034,3.26,-3.527471521
"894","Allamakee",2009,157,3096,423021,14263,29659,16378,8492,28365,10663,143544,16726,-0.0034,3.26,-3.527471521
"895","Appanoose",2009,130,2061,356172,12896,27619,1067,7168,28001,3490,44566,1110,-0.0034,3.26,-3.527471521
"896","Audubon",2009,183,4537,252143,6136,41092,59413,3772,28738,7601,194511,59796,-0.0034,3.26,-3.527471521
"897","Benton",2009,185,4973,992961,26117,38020,71960,11317,30569,10368,241060,72356,-0.0034,3.26,-3.527471521
"898","Black Hawk",2009,221,5434,4566691,130595,34968,37836,90200,37580,7321,179059,38155,-0.0034,3.26,-3.527471521
"899","Boone",2009,179,5204,1009692,26360,38304,56216,13976,34711,7447,160198,56604,-0.0034,3.26,-3.527471521
"900","Bremer",2009,190,5032,909908,24183,37626,28839,14263,33078,6872,162922,29007,-0.0034,3.26,-3.527471521
"901","Buchanan",2009,186,4924,688553,21016,32763,44729,9781,29168,9219,262234,45083,-0.0034,3.26,-3.527471521
"902","Buena Vista",2009,185,5538,715850,20004,35785,87484,13907,30425,7924,351281,87879,-0.0034,3.26,-3.527471521
"903","Butler",2009,208,4785,545292,14699,37097,77855,7006,29325,9286,237957,78248,-0.0034,3.26,-3.527471521
"904","Calhoun",2009,202,5481,374033,9684,38624,67619,5761,27490,9360,245828,67925,-0.0034,3.26,-3.527471521
"905","Carroll",2009,210,5081,796045,20743,38377,74206,16255,30652,8001,434332,74784,-0.0034,3.26,-3.527471521
"906","Cass",2009,172,4053,532209,13949,38154,67279,8662,29676,7402,155388,67559,-0.0034,3.26,-3.527471521
"907","Cedar",2009,194,4922,702553,18458,38062,51279,9771,29910,9110,210496,51643,-0.0034,3.26,-3.527471521
"908","Cerro Gordo",2009,221,4811,1648059,44239,37254,57187,32040,33947,8339,173313,57374,-0.0034,3.26,-3.527471521
"909","Cherokee",2009,198,5181,467692,11953,39128,82802,7865,30225,6461,248238,83050,-0.0034,3.26,-3.527471521
"910","Chickasaw",2009,170,4245,439215,12465,35236,30137,7674,30021,8178,232613,30501,-0.0034,3.26,-3.527471521
"911","Clarke",2009,126,2258,266495,9228,28879,8424,6315,29323,3648,54071,8481,-0.0034,3.26,-3.527471521
"912","Clay",2009,180,5153,644899,16708,38598,77429,12150,32486,7692,243356,77962,-0.0034,3.26,-3.527471521
"913","Clayton",2009,177,4093,574458,18185,31590,22364,10960,30086,14715,257875,22759,-0.0034,3.26,-3.527471521
"914","Clinton",2009,198,4205,1745551,49147,35517,59965,30594,32908,10338,233041,60311,-0.0034,3.26,-3.527471521
"915","Crawford",2009,199,4608,611963,16944,36117,100737,10819,31819,7615,265816,101066,-0.0034,3.26,-3.527471521
"916","Dallas",2009,184,4859,2804627,64489,43490,81361,38736,41561,6061,182769,82337,-0.0034,3.26,-3.527471521
"917","Davis",2009,122,2691,214747,8701,24681,-4861,4037,27687,4988,84609,-4739,-0.0034,3.26,-3.527471521
"918","Decatur",2009,125,1957,202550,8506,23813,5770,4237,24301,4295,69209,5869,-0.0034,3.26,-3.527471521
"919","Delaware",2009,209,5029,582816,17755,32825,13218,10816,30531,12940,348464,13601,-0.0034,3.26,-3.527471521
"920","Des Moines",2009,196,4220,1425605,40379,35306,25601,26744,33730,4623,73608,25671,-0.0034,3.26,-3.527471521
"921","Dickinson",2009,168,4868,687207,16666,41234,41643,12457,28940,4453,125714,41853,-0.0034,3.26,-3.527471521
"922","Dubuque",2009,205,4683,3288471,92948,35380,23996,65510,35128,13953,273371,24398,-0.0034,3.26,-3.527471521
"923","Emmet",2009,161,5045,339527,10361,32770,33352,6208,29764,6112,202591,33570,-0.0034,3.26,-3.527471521
"924","Fayette",2009,191,4576,633075,20939,30234,38825,10900,28281,14873,298950,39309,-0.0034,3.26,-3.527471521
"925","Floyd",2009,178,4659,542193,16248,33370,36451,8246,30883,8216,183651,36762,-0.0034,3.26,-3.527471521
"926","Franklin",2009,221,4786,399383,10656,37480,69826,6711,32205,8867,315934,70275,-0.0034,3.26,-3.527471521
"927","Fremont",2009,168,3840,305487,7453,40988,52481,4392,33812,5932,82182,52641,-0.0034,3.26,-3.527471521
"928","Greene",2009,190,4797,370145,9329,39677,57070,5365,32217,7785,208619,57312,-0.0034,3.26,-3.527471521
"929","Grundy",2009,241,5434,525658,12447,42232,62311,6358,34406,7921,232030,62744,-0.0034,3.26,-3.527471521
"930","Guthrie",2009,158,4146,410819,10939,37555,57194,5248,30509,8380,181619,57629,-0.0034,3.26,-3.527471521
"931","Hamilton",2009,202,5507,581452,15739,36943,68441,10077,30903,8695,326627,69166,-0.0034,3.26,-3.527471521
"932","Hancock",2009,204,4826,420292,11371,36962,65536,8769,33383,8545,284967,65955,-0.0034,3.26,-3.527471521
"933","Hardin",2009,197,4970,641216,17535,36568,72029,10621,32186,8397,376350,72678,-0.0034,3.26,-3.527471521
"934","Harrison",2009,195,4326,581138,14972,38815,78507,6719,30877,7752,133925,78680,-0.0034,3.26,-3.527471521
"935","Henry",2009,178,3904,617402,20202,30561,16677,12774,33422,7512,123718,16850,-0.0034,3.26,-3.527471521
"936","Howard",2009,157,3822,314402,9568,32860,27365,6547,29678,7944,188204,27658,-0.0034,3.26,-3.527471521
"937","Humboldt",2009,198,5257,378222,9843,38425,53985,6203,31056,6578,158438,54137,-0.0034,3.26,-3.527471521
"938","Ida",2009,222,4961,324395,7090,45754,70567,5159,33411,5739,159275,70828,-0.0034,3.26,-3.527471521
"939","Iowa",2009,203,4183,598858,16406,36502,36731,12610,32289,9071,191955,37104,-0.0034,3.26,-3.527471521
"940","Jackson",2009,185,3886,635123,19841,32011,20554,9827,27113,8880,150815,20845,-0.0034,3.26,-3.527471521
"941","Jasper",2009,197,4343,1180718,36879,32016,98808,16721,32645,8350,220692,99128,-0.0034,3.26,-3.527471521
"942","Jefferson",2009,178,3100,506126,16782,30159,11267,11763,30510,6598,79076,11367,-0.0034,3.26,-3.527471521
"943","Johnson",2009,175,5052,5038924,129864,38802,57139,103510,37004,7492,191210,57521,-0.0034,3.26,-3.527471521
"944","Jones",2009,207,4301,627488,20562,30517,37873,9602,29741,8572,204057,38170,-0.0034,3.26,-3.527471521
"945","Keokuk",2009,179,3643,355942,10552,33732,33993,4805,27658,10466,156422,34161,-0.0034,3.26,-3.527471521
"946","Kossuth",2009,200,5080,674714,15630,43168,127007,10318,31560,15109,457489,127687,-0.0034,3.26,-3.527471521
